row_id	dict	wrong	right	wrong_entry_text	right_entry_text
095	PWG	pfzwavanDu	pfzwabanDu	{#pfzwavanDu#}¦ vielleicht {%der seine Sippe aufgesucht hat, Gast seiner Verwandtschaft%}; <ab>vgl.</ab> {#banDupfcC#}.	{#pfzwabanDu#}¦ (<hom>1.</hom> {#pfzwa#} + {#ba˚#}) <lex>adj.</lex> etwa {%anhängende Sippe —, Anhang habend%}: {#yASca^ mA\yA mA\yinA^M viSvaminva\ tve pU\rvIH sa^Mda\DuH pf^zwabanDo#} <ls>ṚV. 3,20,3</ls>.
096	PWG	tarAvalI	tArAvalI	{#tarAvalI#}¦ 1〉 {%eine Menge von Sternen%} <ls>KATHĀS. 73,340</ls>. <div n="1">— 2〉 {%eine <ab>best.</ab> rhetorische Figur%}: {#tArARAM saMKyayA padyEryuktA tArAvalI matA#} <ls>PRATĀPAR. 19,b,5</ls>. <div n="1">— 3〉 <ab>N. pr.</ab> verschiedener göttlicher und menschlicher Frauen <ls>KATHĀS. 69,90</ls>. <ls n="KATHĀS.">85,4</ls>. <ls n="KATHĀS.">123,82</ls>.	{#tArAvalI#}¦ ({#tArA#} + {#AvalI#}) <lex>f.</lex> <ab>N. pr.</ab> einer Tochter des <is>Yakṣa</is>- Fürsten <is>Maṇibhadra</is> <ls>DAŚAK. 117,10</ls>.
097	PWG	tfzitottara	tfzitottarA	{#tfzitottara#}¦ ({#tfzita#} <lex>n.</lex> + {#uttara#} 4,e) <lex>f.</lex> <ab>N.</ab> einer Pflanze ({#aSanaparRI#}) <ls>ŚABDAC.</ls>_im_<ls>ŚKDR.</ls>	[no separate entry under this headword]
098	PWG	yajYamus	yajYamuz	{#yajYamu/s#}¦ ({#yajYa#} + <hom>2.</hom> {#muz#}) <lex>adj.</lex> {%das Opfer raubend%}; <lex>m.</lex> {%ein dem Opfer nachstellender Dämon%} <ls>TS. 3,5,4,1</ls>. <ls>KĀṬH. 32,6</ls>. <ls>MBH. 3,14165. fg.</ls> <ls>VARĀH. BṚH. S. 19,13</ls>. <div n="v">— <ab>Vgl.</ab> {#izwimuz#}.	[no separate entry under this headword]
099	MCI	arunDatIvAwa	arunDatIvawa	{@Arundhatīvāṭa@}¦ m.: Name of a {%tīrtha (?)%} <div n="P">One who is on a pilgrimage ({%tīrtha-%} {%sevī%}) is advised by Pulastya to visit Arun- dhatīvaṭa 3. 82. 37 (Name of a banyan tree situated near the Sāmudraka {%tīrtha %}?).	[no separate entry under this headword]
100	MCI	asvaSiras	aSvaSiras	{@Asvaśiras@}¦ nt.: Name of a {%tīrtha.%} {@A.@} Description: Holy ({%puṇya%}) 7. 57. 28. {@B.@} Epic events connected with this {%tīrtha:%} (1) The sage Bṛhadaśva taught {%akṣahṛdaya%} (the secret science of the game of dice), which he knew thoroughly well (3. 78. 15), to Yudhiṣṭhira (to dispel the latter's fear of losing everything once again in the game of dice), and then went to Aśvaśiras to bathe ({%dattvā cāśvaśiro 'gac-%} {%chad upaspraṣṭuṃ mahātapāḥ%}) 3. 78. 17 (Nī., however, on Bom. Ed. 3. 79. 21: {%aśvaśiro 'svavidyām yayā bṛhadaśva iti%} {%muner nāma / upaspraṣṭuṃ snānādikaṃ%} {%kartum%}) (this Aśvaśiras apparently was in the vicinity of the Kāmyaka forest where Bṛhadaśva met the Pāṇḍavas 3. 49. 2, 29); (2) Arjuna, on his way to the mountain Himavant to receive the Pāśupata {%astra%} from Śiva crossed many places near the Himavant, one of them being Aśvaśiras 7. 57. 28 (this Aśvaśiras seems to be different from the one referred to in the above event).	[no separate entry under this headword]
101	MCI	baliha	balIha	{@Baliha@}¦ m. (pl.): Name of a people. <div n="P">Listed by Bhīma among the eighteen peoples whose kings were known to have extirpated their kinsmen, friends and rela- tives; Arkaja was then the king of Balīhas ({%aṣṭādaśeme rājānaḥ prakhyātā … /ye%} {%samuccicchidur jñātīn suhṛdaś ca sabāndha-%} {%vān // … arkajaś ca balīhānām%}) 5. 72. 11, 14.	[no separate entry under this headword]
102	MCI	brahmopanisad	brahmopanizad	{@Brahmopanisad@}¦ f.: Name of a text (?) (or ‘a secret doctrine related to {%brahman%}’ ?) [Page193-a+ 39] <div n="P">At the end of the war, Dhṛtarāṣṭra, when he met the sage Vyāsa, learnt it, along with the duties of a king 15. 43. 2-3 ({%sa rājā%} {%rājadharmāṃś ca brahmopaniṣadaṃ tathā / %} {%avāptavān naraśreṣṭhaḥ … dhṛtarāṣṭraḥ%} {%samāsādya vyāsaṃ cāpi tapasvinam //%}).	[no separate entry under this headword]
103	MCI	dakzinApaTa	dakziRApaTa	{@Dakṣināpatha@}¦ m. (pl.): Name of the southern region; its people referred to as {%dakṣiṇāpathavāsin%} (5. 19. 23). {@A.@} Characteristics: The people of Dakṣiṇāpatha are described as very heroic ({%mahāvīrya%}) 5. 19. 23; Talavaras, Andhra- kas and others born in Dakṣiṇāpatha ({%dakṣiṇāpathajanmānaḥ%}) did not believe in Dhātṛ or Bhūtapati as being the {%adhyakṣa%} of all the beings (12. 200. 33, 38); they are sinful; they roam over the earth; they lead the life of dogs, crows, {%balas%} (?), and vultures; they did not exist in the Kṛta age but are to be met with since [Page740-b+ 39] the Tretāyuga 12. 200. 39-42 (for citation see Andhraka). {@B.@} Epic event: King Nīla of Māhiṣmatī, along with the heroic warriors of Dakṣiṇāpatha, joined the army of Duryodhana ({%dakṣiṇāpathavāsibhiḥ%}) 5. 19. 23. {@C.@} Past event: Nala showed to Damayanti many paths which led to Dakṣiṇāpatha ({%ete gacchanti bahavaḥ pan-%} {%thāno dakṣiṇāpatham%}) 3. 58. 20 [See {@Dākṣiṇātya@}].	[no separate entry under this headword]
104	MCI	kikawa	kIkawa	{@Kikaṭa@}¦ m. (pl.): Name of a people. <div n="P">Karṇa related to Saṃjaya what a Brāhmaṇa had told the assembly of the Kurus (8. 30. 41) regarding the Kīkaṭas; he had said that the Kīkaṭas were follo- wers of bad religion and one should avoid them ({%kīkaṭāṭavīn / … durdharmāṃś ca%} {%vivarjayet%}) 8. 30. 45.	[no separate entry under this headword]
105	MCI	mAkandi	mAkandI	{@Mākandi@}¦ f.: Name of the southern part of the Pāñcāla country. {@A.@} Location: Region south of Gaṅga up to the river Carmaṇvatī ({%mākandīm%} {%atha gaṅgāyās tīre … /dakṣiṇāṃś caiva%} {%pāñcālān yāvac carmaṇvatī nadī%}) 1. 128. 15; ({%rājāsi dakṣiṇe kūle bhāgīrathyāham%} [Page832-a+ 40] {%uttare /%}) 1. 128. 12. {@B.@} Its Capital: Kāmpilya, the best of the towns ({%kām-%} {%pilyaṃ ca purottamam%}) 1. 128. 15. {@C.@} Description: It had many Janapadas ({%mākandīm...janapadāyutām%}) 1. 128. 15. {@D.@} Epic event: Defeated Drupada was offered by Droṇa half of the kingdom of the Pāñcāla country (1. 128. 10); Dru- pada then went to Mākandī and settled down at Kāmpilya 1. 128. 15.	[no separate entry under this headword]
106	MCI	mahAnadi	mahAnadI	{@Mahānadi<sup>1</sup>@}¦ f.: Name of a river. {@A.@} Location: Listed by Saṃjaya among the rivers of the Bhāratavarṣa; its water used by people for drinking 6. 10. 26, 13; in the east ({%prācīṃ diśam abhiprepsuḥ%} 1. 207. 5) 1. 207. 7; 3. 85. 3; near Gayā, Gayāśiras and Brahmaśiras ({%mahānadī ca%} {%tatraiva%}) 3. 85. 8; ({%puṇyā caiva mahānadī%}) 3. 93. 10. {@B.@} Description: Described as holy ({%puṇyā%}) 3. 93. 10; all the rivers listed by Saṃjaya are said to be mothers of the universe and very strong 6. 10. 35 (for citation see {@Atikṛṣṇā@}). {@C.@} Epic event: Arjuna, during his exile, came across the Mahānadī while he was proceeding towards the east 1. 207. 7, 5. {@D.@} Past event: One of the rivers seen by Mārkaṇḍeya in the belly of the Bāla (3. 186. 83 = Nārāyaṇa 3. 187. 3) 3. 186. 95. {@E.@} Holiness: By bathing ({%upaspṛśya%}) in this river and by satisfying manes and gods (by giving offerings to them) one gets imperishable worlds and rescues his family ({%akṣayān prāpnuyāl lokān kulaṃ%} {%caiva samuddharet%}) 3. 82. 73. {@F.@} Impor- tance: Finds mention in the Daivata-Ṛṣi- Vaṃśa 13. 151. 15, 2.	{@Mahānadī<sup>2</sup>@}¦ f.: Name of a river of the Śākadvīpa. <div n="P">Listed by Saṃjaya among the rivers of the Śākadvīpa 6. 12. 30; all the rivers of the Śākadvīpa contain holy water ({%puṇyajalāḥ%}) 6. 12. 29, ({%puṇyodāḥ%}) 6. 12. 31; all of them are holy and excellent rivers ({%puṇyās tā hi%} {%saridvarāḥ%}) 6. 12. 32; Vāsava (Indra) gives rain after collecting water from these rivers ({%yato varṣati vāsavaḥ%}) 6. 12. 31. ||| {@Mahānadī<sup>3</sup>@}¦ f. (sg., pl.): Epithet of certain rivers. <div n="P">(1) When Śiva's chariot was made ready for his fight with demons who fought from the Tripuras, the Mahānadī's were made its hind parts ({%jaṅghās tasya mahānadīḥ%}) 8. 24. 69 (by Mahānadīs (pl.) are probably meant rivers like Kuśadhārā, Gaṅgā, Car- maṇvatī, Pūrṇāśā, Bāhudā<sup>2</sup>, Yamunā, Vadhū- sarā, Vandanā, which are described as ‘great rivers’); (2) When Pāṇḍu with his two wives went to the north beyond the Śataśṛṅga mountain, he saw the regions of the king of mountains and banks of big rivers ({%mahā-%} {%nadīnitambān%}) 1. 111. 5-7; (3) Just as a person who knows the other bank is not afflicted while crossing a big river so are those who know the highest knowledge ({%mahānadīṃ hi pārajñas tapyate na taran%} {%yathā / evaṃ ye viduḥ … jñānam uttamam%}) 12. 187. 53.
107	MCI	supratika	supratIka	{@Supratika,@}¦ with the openings of his temples burst open ({%prabhinnakaraṭāmukha%}), dwells, together with the four {%diggajas%} (Airāvata and the others), in the region ({%lokasaṃsthili%}) known as Samā 6. 13 32, 33; it is difficult to measure the dimensions of Supratīka whose body stands immeasurably spread downwards, above and cross-wise; all these elephants, Supratīka and the four [Page072-b+ 38] {%diggajas,%} seize with their trunks the winds blowing from all directions and release them quickly and slowly which then blow into this world to sustain the creatures 6. 13. 34-37; the four {%diggajas,%} Airāvata and the others born in the {%kula%} of Supratīka, live in Pātāla 5. 97. 15, 1; lordly elephants born in the {%kula%} of Supratīka killed by Sātyaki in the epic war 7. 97. 24, 26.	{@Supratīka<sup>1</sup>@}¦ m.: Name of Bhagadatta's elephant. {@A.@} Description: big ({%mahādvipa%} 6. 91. 41; 7. 25. 36; 7. 27. 29; 7. 28. 39); excel- lent, chief or king of the elephants ({%gaja-%} {%pravara%} 6. 91. 52; {%nāgapravara%} 7. 25. 20, 58; {%vāraṇottama%} 6. 17. 36; {%dviparṣabha%} 7. 25. 35; {%dviradaśreṣṭha%} 7. 26. 5; {%nāgendra%} 6. 91. 36; {%gajapati%} 6. 91. 43; {%nāgarāja%} 6. 79. 25; 7. 25. 56); very swift ({%āśugati%} 7. 25. 39), hence although one, appeared to enemies like hundreds or hosts of elephants 7. 25. 39, 59; never fatigued, the elephant always achieved his objective in battles ({%saṃkhye kṛtakarmā%} [Page070-b+ 40] {%jitaklamaḥ%}) 7. 26. 5; indescribable, unrival- led in battles ({%sadāpratigajo yudhi /sarva-%} {%śabdātigaḥ%}) 7. 26. 5; white like silver ({%rajatopama%} 6. 112. 57); compared with elephant of Indra ({%mahendragajasaṃnibha%} 6. 112. 55); at one place Supratīka actually identified with the elephant of Indra ({%yena%} {%nāgena maghavān ajayad daityadānavān / sa%} {%nāgapravaro bhīmaṃ sahasā samupādravat%}) 7. 25. 20; yet also said to be in appearance (dark ?) like a cloud ({%jīmūtasaṃkāśān%} {%nāgāt%} 7. 27. 24). {@B.@} Part in the epic war: Ordered by Bhīsma, Bhagadatta with his elephant in rut (not named) rushed against Bhīma; Abhimanyu and other heroes pierced the elephant with arrows; incited, the elephant ran with double speed; the rutting elephant, goaded by Bhagadatta, attacked with double speed the Pāṇḍava warriors like the God of Death; seeing his big form all the great warriors on the side of the Pāṇḍavas became uneasy 6. 60. 37-44; Ghaṭotkaca drove his elephant against Bhagadatta in order to kill him and his elephant; the other elephants driven by the Rākṣasas also attacked Bhaga- datta's elephant with tusks; afflicted by the attack and pierced with arrows, Bhagadatta's elephant roared loudly like a thunder; hearing it Bhīṣma reported to Droṇa and Duryodhaṇa that Bhagadatta must be in danger 6. 60. 53- 57; in another battle between Bhagadatta and Ghaṭotkaca, the latter tried to kill the former's elephant (Supratīka not named, referred to as {%prāgjyotiṣagaja%}) with a {%śakti,%} but it was cut into three pieces by Bhagadatta 6. 79. 37-38; Bhagadatta, mounted on Supratīka, attacked the Pāṇḍava heroes (6. 91. 23); Bhagadatta, seated on Supratīka's head ({%supratīkaśiro-%} {%gataḥ%} 6. 91. 33), ichor flowing from Supra- tīka's temples in seven streams, attacked [Page071-a+ 40] Bhīma 6. 91. 31-33, 37; Pāṇḍava warriors encircled Supratīka on all sides; Supratīka attacked by the mountain-like elephant of the king of the Daśārṇa country 6. 91. 40, 42; Bhagadatta goaded his elephant Supratīka with his hook and toe ({%aṅkuśāṅguṣṭhanuditaḥ%} {%sa gajapravaro yudhi%} 6. 91. 52); running hither and thither Supratīka crushed chariots, horses together with their riders, and foot- soldiers in hundreds and thousands; as a result the Pāṇḍava army squeezed like a piece of skin placed on fire; in order to kill Supra- tīka Ghaṭotkaca hurled his {%śūla%} against him, but Bhagadatta protected him by cutting down the {%śūla%} 6. 91. 53-54, 57-58; Bhagadatta, with his Supratīka crushing the Pāṇḍava army, rushed towards Yudhi- ṣṭhira 6. 91. 79; Arjuna with great effort checked the advance of Supratīka and pierced him with sharp arrows made of {%ayas%} 6. 112. 55, 57; in the fight of Bhagadatta with Bhīma, the former's elephant (Supratīka not named) appeared to kill Bhīma 7. 25. 19-24; Bhagadatta on his elephant fought the army of the Pāṇḍavas and the Pāñcālas 7. 25. 24-27, and the army led by Yudhiṣṭhira 7. 25. 32-41; Bhagadatta's elephant took hold of Sātyaki's chariot and hurled it away 7. 25. 36; in the encounter between Bhaga- datta's elephant and the elephant of the king of Daśārṇas the former proved victorious 7. 25. 28-30; in the encounter between Bhīma and Bhagadatta, the latter's elephant frightened Bhīma's horses by sprinkling water on them 7. 25. 43; he shattered the charioteer of Y [...TRUNCATED] ||| {@Supratīka<sup>2</sup>@}¦ m.: A mythical serpent.
108	MCI	vEsAKa	vESAKa	{@Vaisākha@}¦ m.: Name of a month, also called {@Mādhava.@} {@A.@} Event: Yavakrī, the son of Bhara- dvāja, in his wanderings once went to Rai- bhya's {%āśrama%} in the month of Mādhava ({%mādhave māsi%}) 3. 137. 1 (Nī. on Bom. Ed. 3. 136. 1: {%mādhave vaiśākhe%}). {@B.@} Reli- gious rite: {%upavāsa:%} Aṅgiras told Bhīṣma that if one, with controlled sense organs, spent the month of Vaiśākha eating only once a day ({%nistared ekabhaktena vaiśākham%}), whether he be a man or a woman, became [Page270-b+ 39] eminent among his kinsmen 13. 109. 23. {@C.@} Use in a Simile: Description of a “Brah- macārī” who visited Ṛśyaśṛṅga's hermitage: just as the forest, in the month of Mādhava ({%mādhavamāsi%}), when stirred by the wind, wafts (fragrance), so does ‘he’, when attended by wind, emits (fragrance) 3. 112. 8.	[no separate entry under this headword]
109	MW	Bawwaraka	BawwAraka	<s>Bawwaraka</s> ¦ <lex>mf(<s>ikA</s>)n.</lex> venerable, <ls>L.</ls><info lex="m:f#ikA:n"/>	<s>BawwAraka</s> ¦ <lex>m.</lex> a great lord, venerable or worshipful person (used of gods and of great or learned men, <ab>esp.</ab> of <ns>Buddhist</ns> teachers and of a <ab>partic.</ab> class of <s1>Śaiva</s1> monks), <ls>Inscr.</ls>; <ls>Vet.</ls>; <ls>Hit.</ls> &c.<info lex="m"/> ||| ¦ (in <ab>dram.</ab>) a king, <ls>W.</ls><info lex="inh"/> ||| ¦ the sun, <ls>ib.</ls><info lex="inh"/>
110	MW	akzAMsa	akzAMSa	<s>akzA<srs/>Msa</s> ¦ <lex>m.</lex> a degree of latitude.<info lex="m"/>	[no separate entry under this headword]
111	MW	kattfna	kattfRa	<s>kat—tfna</s> ¦ <lex>n.</lex> a fragrant grass, <ls>Suśr.</ls><info lex="n"/> ||| ¦ <bot>Pistia Stratiotes</bot>, <ls>L.</ls><info lex="inh"/>	<s>kat-tfRa</s> ¦ &c. See <hom>2.</hom> <s>kad</s>.
112	MW	prativoDavya	prativoQavya	<s>prati-˚voDavya</s> ¦ <lex>mfn.</lex> to be carried home, <ls>R.</ls><info lex="m:f:n"/>	<s>prati-voQavya</s> ¦ See under <s>prati√ vah</s>, <ab>col.</ab> 1.
113	SKD	hitAbalI	hitAvalI	hitAbalI¦, strI, (hitAnAM AvalI yatra .) OzaDaviSezaH . hiyAvalI iti hindI BAzA . tatparyyAyaH . hfdgAtrI 2 kuzWaGnaH 3 aNgAra- kuzWakaH 4 aNgAragranTiH 5 granTiH 6 granTilaH 7 . asyA guRAH . sArakatvam . tiktatvam . plIhagulmodarakfmikuzWagadAtyugraKarjjukaRqUtinA- SitvaYca . iti rAjanirGaRwaH ..	[no separate entry under this headword]
114	SKD	pUzaBAzA	pUzaBAsA	pUzaBAzA¦, strI, (pUzeva sUryya iva BAsate iti . BAsa + ac . wAp .) indranagarI . tatparyyAyaH . surapurI 2 . iti SabdaratnAvalI ..	[no separate entry under this headword]
115	SKD	vfzaBAzA	vfzaBAsA	vfzaBAzA¦, strI, (vfzeRa DarmmeRa BAsate iti . BAsa + ac . striyAM wAp .) amarAvatI . iti trikARqaSezaH ..	[no separate entry under this headword]
116	WIL	boDidruna	boDidruma	{#boDidruna#}¦ <lex>m.</lex> ({#-maH#}) The holy fig tree, (<bot>Ficus religiosa</bot>.) <ab>E.</ab> {#boDi#} knowledge, {#druma#} a tree.	[no separate entry under this headword]
117	WIL	jAmbabat	jAmbavat	{#jAmbabat#}¦ <lex>m.</lex> ({#-vAn#}) A fabulous bear, father-in-law to KṚṢṆA. <ab>E.</ab> {#jAmba#} the {%Jambu%} tree, and {#matup#} affix; also {#jAmbuvat#}.	[no separate entry under this headword]
118	WIL	kaNkalodya	kaNkaloqya	{#kaNkalodya#}¦ <lex>n.</lex> ({#-qyaM#}) A kind of drug.	[no separate entry under this headword]
119	PW	Bagama	BagaRa	{#Bagama#}¦ <lex>m.</lex> {%der Umlauf der Gestirne%} <ls>HEMĀDRI 1,77,23. 78,1</ls>.	{#BagaRa#}¦ <lex>m.</lex> <div n="1">— 1〉 {%die Schar der Sterne, — Gestirne, — Mondhäuser, der Zodiakus%}. <div n="1">— 2〉 {%der Umlauf im Zodiakus%}. Auch <ab>überh.</ab> Umlauf (eines Planeten) <ls>ĀRYABH. 3,4</ls>.
120	PW	hemana	hEmana	*{#hemana#}¦ <lex>Adj.</lex> von <hom>2.</hom> {#heman#}.	<hom>1.</hom> {#hEmana/#}¦ <div n="1">— 1〉 <lex>Adj.</lex> (<lex>f.</lex> {#I#}) {%winterlich%} <ls>ŚIŚ. 6,55. 77</ls>. <div n="1">— 2〉 *<lex>m.</lex> {%ein <ab>best.</ab> Wintermonat%}. <div n="1">— 3〉 *<lex>m.</lex> <lex>n.</lex> {%Winter%}. ||| <hom>2.</hom> {#hEmana#}¦ <lex>Adj.</lex> {%golden%} <ls>BHĀVAPR. 2,32</ls>. <ab>v. l.</ab> {#hEmaja#} (so die <ab>Ausg.</ab>).
121	VCP	camIkara	cAmIkara	camIkara¦ pu0 kftasvarABiDe svarRasyotpattisTAne SabdArTaci0 yadyogAt svarRaM cAmIkaramityucyate .	cAmIkara¦ na0 camIkare svarRAkaraBede Bavam aR . 1 svarRe 2 DUstUre ca amaraH . “jagatIriha sPuritacAru cAmIkarAH” mAGaH . tasya vikAraH aR . 3 svarRRamaye tri0 “saSabdacAmIkarakiNkiRIkaH” kumA0 . asyot- pattyAdikaM kanakaSabde 1644 pf0 uktam .
122	GST	aprakaraRika	aprAkaraRika	{#aprakaraRika#}¦ Tatpur. m. f. n. ({#-kaH-kI-kam#}) Not being, or belonging to, the subject matter; e. g. in the {%Kāvyapr.:%} {#aprAkaraRikasyABiDAnena prAkariRakasyAkzepo'prastutapraSaMsA#}. E. {#a#} neg. and {#prAkaraRika#}.	[no separate entry under this headword]
