# German orthographic reform map:  old<TAB>2026<TAB>era
# Curated seed + drift mined from the corpus (transform + Hunspell-confirmed).
# Expandable -- merge DTA/RIDGES historical->modern pairs here. 978 forms.
wohlgemuth	wohlgemut	1901-th
wohlgerathen	wohlgeraten	1901-th
wohlgethan	wohlgetan	1901-th
wohlthat	wohltat	1901-th
wohlthuend	wohltuend	1901-th
wohlthun	wohltun	1901-th
wohlthätig	wohltätig	1901-th
wohlzuthun	wohlzutun	1901-th
wunderthätig	wundertätig	1901-th
wuth	wut	1901-th
wünschenswerth	wünschenswert	1901-th
wüthen	wüten	1901-th
wüthend	wütend	1901-th
zenith	zenit	1901-th
zertheilen	zerteilen	1901-th
zibethkatze	zibetkatze	1901-th
zugethan	zugetan	1901-th
zugetheilt	zugeteilt	1901-th
zusammenaddiren	zusammenaddieren	1901-iren
zusammengerathen	zusammengeraten	1901-th
zusammenthuend	zusammentuend	1901-th
zusammenthun	zusammentun	1901-th
zuthat	zutat	1901-th
zutheil	zuteil	1901-th
zutheilen	zuteilen	1901-th
zutheilwerden	zuteilwerden	1901-th
zuthun	zutun	1901-th
zuvorthun	zuvortun	1901-th
zuzutheilen	zuzuteilen	1901-th
zweitheilig	zweiteilig	1901-th
zwölftheilig	zwölfteilig	1901-th
übelthat	übeltat	1901-th
übelthäter	übeltäter	1901-th
überdruß	überdruss	1996-ss
überfluthen	überfluten	1901-th
übermüthig	übermütig	1901-th
überschuß	überschuss	1996-ss
