# MW -- DOCUMENTED-INTENTIONAL spellings (NOT typos -- do NOT file corrections)
#
# 630 headwords that LOOK like misspellings but which MW records on purpose:
# wrong-reading apparatus (w.r.), variae lectiones (v.l.), in-composition /
# sandhi forms (in comp. for...), cross-references (See / = X q.v.), and other
# grammatical/Vedic notes. Filing a 'correction' for any of these CORRUPTS MW.
# Use this as a suppression list: such headwords should not be re-flagged.
# Format per row:  headword -> would-be 'correction'  |  the MW entry text

# ===== WRONG-READING (45) =====
kzIrapAna      -> kzIrapARa      | kzIra—pAna  mf(I)n. = -pARa (q.v.), L.
kzayadvira     -> kzayadvIra     | kzaya/d-vira  See √ 1. kzi.
kzeRa          -> kzema          | kzeRa/  See 1. kzayaRa/.
kzora          -> kzOra          | kzora  m. the act of shaving, Vop. (Dhātup. xxviii, 52). || kzora  See √ kzur.
mAtfbanDU      -> mAtfbanDu      | mAtf—banDU/  (U/), f. an unnatural m˚, Mcar. (cf. brahmab˚).
mAtsyapurARa   -> matsyapurARa   | mAtsya—purARa  n. = -matsya-p˚.
maRiSara       -> maRisara       | maRi—Sara  See -sara.
mahyA          -> mahya          | mahyA  f. See under mahnyA, p. 804, col. 1.
manoraTA       -> manoraTa       | mano—raTA/  (A/), f. N. of a woman (= -praBA), Kathās.
meDajit        -> meDAjit        | me/Da—jit  See meDA-jit.
mokya          -> mOkya          | mokya  See a-mokya/.
muYjA          -> muYja          | mu/YjA  (A), f. N. of a river, VP. || = m. (see comp. below).
pAdavI         -> padavI         | pAdavI  see pada-vI under pada/, p. 583, cols. 2, 3.
padapadma      -> pAdapadma      | pada—padma  n. = -kamala, L.
parIveza       -> pariveza       | parI—veza  m. a halo round the sun or moon, Hariv. (cf. pari-v˚).
pariRi         -> pariRI         | pari-Ri  for pari-ni, according to Pāṇ. viii, 4, 17 before a number of roots, viz. gad, ci, dA, dih, drA, DA (see below), nad, pat, pad, psA, mA, me, yam, yA, v
pariSrut       -> parisrut       | pari-Sru/t  f. = -sru/t, AV. xx, 127, 9.
parvatI        -> pArvatI        | parvatI/  (I/), f. a rock, stone, VS. || 1. parvatI/  f. of parvata, q.v. || 2. parvatI  ind. for ˚ta.
pattrANgulI    -> pattrANguli    | pattrANgulI or pattrANguli  f. = ˚tra-BaNga, L.
potalikA       -> powalikA       | potalikA  f. See go-potalikA.
prAn           -> prAR           | {{Lbody=139498}} || prAn  See prAR, p. 705, col. 1.
prUz           -> pruz           | prUz  (for pruz). See azwA/-pruz.
praRi          -> praRI          | pra-Ri  for pra-ni, according to Pāṇ. viii, 4, 17 before a number of roots, viz. gad (see below), ci, 1. dA, dih, de, do, drA, DA (see below), De, nad (see belo
praniMsita     -> praRiMsita     | pra-niMsita  -niMsitavya = -RiMsita, -RiMsitavya, q.v.
pratIhartf     -> pratihartf     | pratI—hartf  m. (cf. prati-h˚) a doorkeeper, porter, Rājat.
pravaBra       -> prabaBra       | pravaBra/  m. N. of Indra, MaitrS. (cf. prabaBra).
rARI           -> rAmI           | rARI  f. (corruption of rAjYI, q.v.) a queen.
rIwi           -> rIti           | rIwi  See BfNgirIwi.
rOra           -> rora           | {{Lbody=179999}} || rOra  See 2. rora, p. 890, col. 1.
raTANgA        -> raTANga        | raTANgA  (A), f. See raTAhvA
raTavAhaRa     -> raTavAhana     | raTa—vAhaRa  See next.
raktavIjakA    -> raktabIjakA    | rakta—vIjakA  See -bIjakA
ravasa         -> raBasa         | ravasa  See purU-r˚.
ruzat          -> ruSat          | ruzat  mf(atI)n. (cf. 1. ruSat) hurting, injuring, displeasing, MBh.; Hariv.
sAlivAhana     -> SAlivAhana     | {{Lbody=243334}} || sAlivAhana .  See sAlav˚ above.
sOvalya        -> sObalya        | sOvalya  See sObalya, p. 1253.
sTf            -> stf            | sTf  See savya-zWf/, p. 1191, col. 3 (where read savya-zWf/)
sTura          -> sTUra          | sTura  See apa-zWura, p. 53, col. 1.
saMkziptA      -> saMkzipta      | saM-kziptA  (A), f. = -gati, VarBṛS.
sahasrARIka    -> sahasrAnIka    | sahasrARIka  m. = ˚rAnIka, MW.
sahasranITa    -> sahasraRITa    | sahasra—nITa  See -nITa.
sahavratA      -> sahavrata      | saha—vratA  (A), f. = -DarmacAriRI, col. 1 Hariv. || a religious community, sect, Lalit.
samAvApti      -> samavApti      | sam-AvApti  f. (m.c. for sam-av˚, q.v. under sam-avAp, p. 157), Hcat.
sampUrRA       -> sampUrRa       | sam-pUrRA  (am), f. a partic. Ekādaśī (q.v.)
sarvarAsa      -> sarvarasa      | sarva—rAsa  m. (cf. -rasa above) the resinous exudation of the V˚ R˚ L. || a sort of musical instrument, ib.
senAvindu      -> senAbindu      | senA—vindu  See -bindu.
somApa         -> somapa         | somA-pa  mfn. or m., AitBr. (cf. sOmApa/).
somarOdra      -> somArOdra      | soma—rOdra  n. N. of a sacred text (cf. somA-r˚), MW.
spfSyA         -> spfSya         | spfSyA  f. N. of one of the Samidhs (q.v.), KātyŚr., Sch.
stavAna        -> stavana        | stavAna  See root.
stritamA       -> strItamA       | stri-tamA,  stri-tarA. See stri-t˚ under strI.
suBadrakA      -> suBadraka      | su/—BadrakA  (su/BadrikA) f. a courtezan, VS. || a kind of metre, Ked. || of a younger sister of Kṛṣṇa (see next), Pañcar.
suyaSa         -> suyaSA         | su—yaSa  mfn. = -yaSas below, MW.
svasAra        -> svasara        | sva/—sAra  (sva/-), n. = -sara, RV. || svasAra  n. = svasara, RV. i, 178, 2.
tAlA           -> tAla           | tAlA  (A), f. (g. kuRqAdi) See mAsa-
tAmraparRi     -> tAmraparRI     | tAmra—parRi  for ˚rRI, q.v.
tapanatanayA   -> tapanatanaya   | tapana—tanayA  f. = -sutA, L. || = ˚pantI, W. || = ˚pasvIzwA, L.
tarAyaRa       -> tArAyaRa       | tarAyaRa  See tAr˚.
tarItf         -> taritf         | tarItf  mfn. = ˚ritf, Pāṇ. vii, 2, 34, Kāś.
tarkAri        -> tarkArI        | tarkAri  f. = ˚rI, Suśr. vi, 17, 49.
tfRapulI       -> tfRapUlI       | tfRa—pu˚lI  See -pUl˚.
tintilIkA      -> tintilikA      | tintilIkA  f. = ˚likA, ĀpGṛ. vi, 5, Sch.
tiraSci        -> tiraScI        | tiraSci  loc. of ˚rya/Yc, q.v. || ti˚raSci/  (˚raSci/), loc. ind. id., ŚBr. ii, 3, 2, 12; KātyŚr. xvii, 8, 14 and 12, 1.
trayaS         -> trayas         | trayaS  = ˚yas.
triBARqI       -> triBaRqI       | tri—BARqI  f. = -BaRqI, Car. vii, 7.
tripUruza      -> tripuruza      | tri—pUruza/  See -pur˚.
tuvI           -> tuvi           | tuvI  = ˚vi/.
udvfMhaRa      -> udbfMhaRa      | ud-vfMhaRa  See ud-bfMhaRa.
upoQA          -> upoQa          | upoQA  f. ‘brought home in addition to’, a second or inferior but favourite wife, R. i, 13, 37 (ed. Schlegel; vAvAtA [q.v.] R. ed. Bombay i, 14, 35).
urmilA         -> UrmilA         | urmilA  = UrmilA, q.v.
vADin          -> vAdin          | vADin  See loka-vADin.
vAwIya         -> vAtIya         | vAwIya  See brahma- and sfgAla-v˚.
vEhInari       -> bEhInari       | vEhInari  See bEh˚
vEjavApa       -> bEjavApa       | vEjavApa  &c. See bEj˚.
vEzka          -> vezka          | vEzka  See bEzka.
vaDira         -> baDira         | vaDira  See baDira.
vaMSIvAdya     -> vaMSivAdya     | vaMSI—vAdya  (?) n. a flute, Tithyād. (cf. vaMSi-v˚).
vacaka         -> vAcaka         | vacaka  See dur-v˚.
vahli          -> vAhli          | vahli,  vahlika &c. See balhi.
valasUdana     -> balasUdana     | vala—sUdana  &c. See under bala.
vanDula        -> banDula        | vanDula  m. N. of a Ṛṣi (see banDula).
varuRadEva     -> varuRadeva     | varuRa—dEva or varuRa—dEvata,  n. = -deva, VarBṛS.
veS            -> ves            | veS  See √ ves.
vekuri         -> Bekuri         | vekuri  See bekuri.
vfSI           -> vfzI           | vf/SI  (I), f. See bfsI
vfdDagArga     -> vfdDagarga     | vfdDa—gArga  mf(I)n. = -gArgIya, Cat.
vfkalA         -> vfkala         | vfkalA/  (A/), f. a partic. intestine, ŚBr. || N. of a woman g. bAhv-Adi (cf. vArkali, vArkaleya).
vfsaya         -> vfzaya         | vfsaya  vfsI. See bfsaya, bfsI.
vicAlita       -> vicalita       | vi-˚cAlita  See a-vicAlita &c.
vihavyA        -> vihavya        | vi-˚ha/vyA  (A), f. N. of partic. bricks, TS. || (scil. sUkta) N. of RV. x, 128 (cf. ˚havIya), TS.; Kāṭh.; Lāṭy.
vijAna         -> vijana         | vi-jAna  &c. See under vi-√ jYA. || vi-jAna  m. N. of a man, TāṇḍBr.
viti           -> vIti           | viti  f. = vIti, in gO/rI-viti, q.v.
vizPar         -> visPar         | vi-zPar,  vi-zPAra. See vi-√ sPar.
vizparDA       -> visparDA       | vi-˚zparDA  f. (cf. vi-sparDA) contest for superiority, Vait.
vorasidDi      -> borasidDi      | vora—sidDi  See bora-s˚.
vrAjin         -> BrAjin         | vrAjin  See vizWA-vrAjin, p. 999, col. 1.
wiRwiRIkA      -> wiRwiRikA      | wiRwi˚RIkA  See wiRqiR˚.
yaTASrAdDam    -> yaTASradDam    | yaTA—SrAdDam  ind. acc˚ to the Śrāddha (q.v.), Kauś.
zahasAna       -> sahasAna       | zahasAna,  zAc. See sahasAna, sAc.

# ===== OTHER-INTENTIONAL (222) =====
ASIna          -> AsIna          | ASIna  mfn. = ASina/ (p. 157), MaitrS.
ASad           -> Asad           | A-√ Sad  to go, Vop. on Dhātup. xx, 25.
ASfta          -> aSfta          | A-Sfta  mfn. (√ SrA), slightly cooked, ŚāṅkhŚr. iv, 3, 7.
AkrayA         -> Akraya         | {{Lbody=22337}} || A-krayA/  (A/), f. id., VS. xxx, 5.
AmA            -> Ama            | A-√ 2. mA  P. (Pot. -mimIyAt, Kāṭh. xix, 13) to bleat at.
Amah           -> Anah           | A-√ mah  Ā. (3. sg. A/-mahe, RV. vii, 97, 2 [= A-mahate, A-datte, Sāy.]) to give, grant (?); to take (?).
Aparuza        -> aparuza        | A-paruza  mfn. a little rough, Jātakam.
Bandra         -> vandra         | Bandra  n. = Badra, L.
BetAla         -> vetAla         | BetAla  = vetAla, Siṃhās.
KArIjaNGa      -> KarIjaNGa      | KArI—jaNGa  for Kar˚, Kāś.
Kalidruma      -> kalidruma      | Kali—druma  m. (= Kalla) Pinus longifolia, Npr.
Ola            -> ola            | Ola  m. Arum Campanulatum (= ola), Nigh.
OpavasTa       -> Opavasta       | OpavasTa  n. = Opavasta above.
PalaKelA       -> PAlaKelA       | Pala—KelA  f. a quail (= PAla-K˚), L.
ParParIkA      -> ParParIka      | ParParIkA  f. a shoe, L. || = madana, L.
SAkalin        -> Sakalin        | {{Lbody=214810}}
SEvAlin        -> SEvalin        | SEvAlin  mfn. = SEvalin, Bhām.
SIrzAhArya     -> SIrzahArya     | SIrzAhArya  mfn. = SIrza-h˚, MaitrS.
SItaparRi      -> SItaparRI      | SIta—parRi (m.c. Suśr.) or SIta—parRI (L.),  f. Gynandropsis Pentaphylla
SItasahA       -> SItasaha       | SIta—sahA  f. Vitex Negundo || = vAsantI.
SaRqikA        -> SaRqika        | SaRqikA  f. = yudDa (in the language of the Draviḍas), Nīlak.
SamasTalI      -> samasTalI      | Sama—sTalI  f. = antarvedI, Gal.
SataGni        -> SataGnI        | Sata—Gni  f. m.c. for -GnI, Hariv.; VarYogay.; BhP.
SrImati        -> SrImatI        | SrI—mati  f. (for matI ?) N. of Rādhā, MW.
aByavasTita    -> avyavasTita    | aBy-ava-sTita  mfn. resisting (with acc.), BhP.
aByuditA       -> aByudita       | aBy-uditA  f. N. of the ceremony (to be performed at the aByu/dita), KauṣBr.
aDIkzepa       -> aDikzepa       | aDI-kzepa  m. = aDi-kz˚, Hāla, Sch.
aSmayu         -> asmayu         | aSmayu  (prob.) m. a ray of light (= mayUKa), L.
aSvaya         -> aSvayA         | aSvaya  Nom. Ā. ˚yate = aSvataram Acazwe, L.
acCAyA         -> acCAya         | a/cCA-√ yA or a/cCa-√ yA,  to approach, RV.; TS.
ahina          -> ahIna          | ahi/na  = 1. a/hIna, MaitrS.
alAka          -> alaka          | alAka  m. (= alarka) the plant Calotropis Gigantea, Car.
anakadunduBi   -> AnakadunduBi   | anaka-dunduBi  or better AnakadunduBi, m. N. of Kṛṣṇa's father (Vasudeva; said to be derived from the beating of drums at his birth).
apAhAya        -> apahAya        | apA-hAya  ind.p. (fr. √ 3. hA with apa, the a being metrically lengthened), quitting, MBh. || disregarding, ib. || excepting, except, ib.
apAvfkta       -> apavfkta       | apA/-vfkta  (√ vfj), removed, avoided, RV. viii, 80, 8.
asuri          -> Asuri          | asuri  (prob.) m. (said to be fr. √ 2. as) war, battle (= saMgrAma), L.
atiSi          -> atiSI          | ati-√ Si  cl. 3. Ā. -si/SIte, to sharpen up (a weapon) for attacking, RV. i, 36, 16.
avAlamba       -> avalamba       | avAlamba  m. = apAl˚, ĀpŚr.
avAruh         -> avaruh         | avA-√ ruh  Caus. (fut. sg. -rohayitA) to bring down from (abl.)
avAsic         -> avasic         | avA-√ sic  to pour into (loc.), Gobh.
awawyA         -> awAwyA         | awawyA  f. constant roaming (= awAtyA), Subh.
bariSI         -> variSI         | bariSI  f. (also written var˚) a fishhook, L.
bilAsin        -> vilAsin        | bilAsin  m. (for bila-vAsin?) a serpent, Kuṭṭanīm.
brAhmadeya     -> brahmadeya     | brAhma—deya  mfn. = brahma-d˚ mfn., MBh. iii, 12729 (B.), Kull. on Mn. iii, 585.
brAhmapurARa   -> brahmapurARa   | brAhma—purARa  n. = brahma-p˚, VP.
brahmakanyaka  -> brahmakanyakA  | brahma—kanyaka  m. (prob.) id., L.
cawulA         -> cawula         | cawulA  f. (= caYcalA) lightning, L.
cetAya         -> cetaya         | cetAya  Nom. (fr. ˚tas), ˚yate, xxi, 8.
dIrGavfntA     -> dIrGavfnta     | dIrGa—vfntA  f. = indra-cirBiwI, L.
darSanIyA      -> darSanIya      | darSanIyA  f. of ˚ya.
durbalA        -> durbala        | dur—balA  f. a species of plant (= ambu-SirIzikA), Bhpr.
durgadatta     -> durgAdatta     | durga—datta  (for ˚gA-d˚, Pāṇ. vi, 3, 63) m. N. of a man, Cat.
dviguRA        -> dviguRa        | dvi—gu˚RA  ind., with √ kf, to plough twice, Pāṇ. v, 4, 59, Kāś.
gAruqapurARa   -> garuqapurARa   | gAruqa—purARa  n. = gar˚.
gAruqopanizad  -> garuqopanizad  | gAruqopanizad  f. = gar˚.
gOhya          -> gohya          | gOhya  mf(I)n. of gohi, or ˚hya, g. suvAstv-Adi.
gOmatI         -> gomatI         | gOmatI  f. for gOtamI (N. of a river).
gargI          -> gArgI          | gargI  f. (for gArgI), N. of the learned woman Vācaknavī, ĀśvGṛ.
grahaDAra      -> grahADAra      | graha—DAra  m. = grahAD˚, Gal.
granTakUwI     -> granTakuwI     | granTa—kUwI  for -kuwI.
guqodana       -> guqOdana       | guqodana  = guqOd˚, xiii, 6162.
hAlaBft        -> halaBft        | hAla—Bft  m. N. of Bala-rāma (= hala-Bft), MW.
hOmIya         -> homIya         | hOmIya  mfn. = homIya, Saṃskārak.
harIman        -> hariman        | harIman  m. = mAtariSvan, L.
hemANgA        -> hemANga        | hemANgA  (A), f. a partic. plant (= svarRa-kzIrI), L.
hiramya        -> hiraRya        | hi/ramya  n. (a word formed for explaining hi/raRya), ŚBr.
hriRiyA        -> hriRIyA        | hriRiyA, hriRIyA,  f. = hfn˚, L.
jAmbavozWa     -> jAmbavOzWa     | jAmbavozWa  n. ‘lip (ozWa) made of Jambū wood’, a cauterizing needle or probe, Suśr. (also ˚bozWa and ˚baUzWa).
jAvanikA       -> javanikA       | jAvanikA  f. = jav˚, a curtain, screen, HPariś. ix, 45.
jamat          -> janat          | jama/t  mfn. (derived fr. ˚ma/d-agni) = jvalat, Naigh. i, 17.
jumaranandin   -> jUmaranandin   | jumara—nandin  m. id.
kAkani         -> kAkaRi         | kAkani and kAkanI,  f. a small coin (= kAkiRI), L.
kAzi           -> kASi           | kAzi  m. a ploughman (= karzaka),L.
kaNgU          -> kaNgu          | kaNgU  f. = kaNguka, L.
kaRqa          -> KaRqa          | kaRqa  n. an ornament, L. || a joint (= parvan), L.
kakzApuwa      -> kakzapuwa      | {{Lbody=41553}}
ketaki         -> ketakI         | ketaki  f. metrically for ˚kI f., Suśr.; Bhartṛ.; Gīt.
kftAntA        -> kftAnta        | kftAntA  f. a kind of medicinal drug or perfume (= reRukA), L.
kftaPalA       -> kftaPala       | kfta—PalA  f. N. of a plant (= kola-SimbI), L.
kftaSrAma      -> kftaSrama      | kfta—SrAma  for -Srama, R. i, 21, 6.
kilina         -> kilima         | kilina  mfn. = klinna, Gobh., Sch.
koSIDAnya      -> kOSIDAnya      | koSI-DAnya  n. = koSa-D˚, ĀpŚr. iv, 2 f., Sch.
kulawApatI     -> kulawApati     | kulawA-patI  f. (= kunawI) red arsenic, L.
kurasA         -> kurasa         | ku—rasA  f. a wild creeping plant (species of hieracium, = go-jihvA), L.
kuvalayA       -> kuvalaya       | kuvalayA  (ifc. f. A) Kathās.
lUta           -> lUtA           | lU/ta  mfn. = pUrva-vicCinna, TS. (Sch.)
mADuri         -> mADurI         | mADuri  f. = mADurI, sweetness, loveliness, Bhojapr.
mAyavat        -> mAyAvat        | mAya—vat  mfn. (comp. mAya/-vattara) m.c. for mAyA/-vat, Br.
mOKaryA        -> mOKarya        | mOKaryA  f. of mOKari above, Pāṇ. iv, 1, 79, Sch.
maRqapA        -> maRqapa        | maRqa—pA  f. a sort of leguminous plant (= nizpAvI), L.
mahASUdrA      -> mahASUdra      | mahA—SUdrA  f. = mahatI SUdrA, ib.
malapu         -> malapU         | mala—pu  n. (prob. u) = SfNgI and nala, L.
manayitf       -> mAnayitf       | manayitf  mf(trI)n., Sāy. on RV. i, 124, 3.
manota         -> manotA         | manota, prob. n. (ĀpŚr., Sch.) or mano/tA, f. (ŚāṅkhBr. &c.)  the hymn RV. vi, i, (containing the word mano/tA nom. of manotf and used in sacrificing; also ˚tA-
masUrA         -> masUra         | masUrA  f. = masurA, L.
matkuRA        -> matkuRa        | matkuRA  f. pudendum (of a young girl = ajAta-loma-Baga), L. || N. of a river, VP.
meGarAji       -> meGarAjI       | meGa—rAji (MW.) or meGa—rA˚jI (Mālav.),  f. a line of cl˚.
nAmAvali       -> nAmAvalI       | nAmAvali (or nAmAvalI)  f. N. of a dictionary.
nIvezya        -> nivezya        | nI—vezya^  mfn. = ni-v˚, MaitrS.
nIvid          -> nivid          | nI—vi/d  f. = ni-v˚, AV.
nadija         -> nadIja         | nadi—ja  m. (for ˚dI-) Lablab Vulgaris, L.
nalini         -> nalinI         | nalini  metric. for ˚nI in
namrA          -> namra          | namrA/  (A), f. N. of 2 verses addressed to Agni, ŚrS.
niBftA         -> niBfta         | ni/-BftA  (A), f. a kind of riddle, Kāvyād.
niraR          -> niram          | ni-√ raR  (only -raRya/Tas), to rejoice or delight in (instr.), RV. i, 112, 18.
nirguRqi       -> nirguRqI       | {{Lbody=109522}}
nizkASanIya    -> nizkAsanIya    | niz-˚kASanIya  mfn. for ˚kAsanIya, above.
nudita         -> mudita         | nudita  mfn. = nutta or nunna, MBh.
pAMsulA        -> pAMsula        | pAMsulA  (A), f. the earth || a licentious woman, Vcar. || = pAMsukA, L.
pAYcajanyA     -> pAYcajanya     | pA/Yca—janyA  (A), f. patr. of Asiknī, ib.
pAYjara        -> paYjara        | pAYjara  (fr. paYjara) mfn. relating or belonging to a cage, Nalac.
pArampara      -> parampara      | pAra—m-para  mfn. further, future (world), Kād.
pEzwikA        -> pEzwika        | pEzwikA  f. = pEzwI
pIz            -> piz            | pIz  = √ piz in apIzan, AV. iv, 6, 7.
paSuka         -> pASuka         | paSuka  = paSu in eka-
parIdA         -> paridA         | parI-dA  = pari- √ 1. -dA, ĀpGṛ.
parIsaryA      -> parisaryA      | parI—saryA  f. = pari-s˚, L.
pariBAs        -> pariBAz        | pari-√ BAs  Ā. -BAsate, to appear, ŚBr.
parikfS        -> parikfz        | pari-√ kfS  only Caus. -karSayati, to harass, afflict, BhP.
parikzIba      -> parikzIva      | pari-kzIba or pari-kzIva,  mfn. drunk, quite intoxicated, W.
parizyandana   -> parisyandana   | pari-zyandana or pari-syandana,  n. dropping, oozing, W.
paryAyA        -> paryAya        | pary-A-√ yA  (only Impv. -yAhi, -yAtam), to approach from (abl.), come near, RV.
pfTivizWA      -> pfTivizWa      | pfTivi—zWA/  -zWa or -zWA/, mfn. standing on the e˚, stepping firmly (as a horse), RV.
pfTukA         -> pfTuka         | pf/TukA  (A), f. a girl, L. || a species of plant (= hiNgu-pattrI), L.
piwAkyA        -> piwakyA        | piwAkyA or piwakyA,  f. a multitude of baskets g. pASAdi.
plAkzI         -> plAkzi         | plAkzI  (I), f., Pāṇ. iv, 1, 65, Sch.
prAcyA         -> prAcya         | prAcyA  (A), f. (with or scil. BAzA) the dialect spoken in the east of India, Sāh.
prAvft         -> pravft         | prA-√ vft  (prA mc. for pra), Caus. -vartayati, to produce, create, MBh.; Hariv.
prAviS         -> praviS         | prA-√ viS  (pra-A-√ viS) P. -viSati, to come or resort to (acc.), ŚāṅkhŚr. : Caus. -veSayati, to let or lead in (loc.), MBh.; Daś.
prabAlikA      -> prabAlika      | pra-bAlikA  f. N. of a woman, Vāsav. introd. (printed ˚vAlikA).
pragE          -> prage          | pra-√ gE  P. -gAyati (ep. also Ā. ˚te), to begin to sing, sing, celebrate, praise, extol; to sound, resound, RV.; MBh.; BhP.
prahelI        -> praheli        | pra-˚helI  f. id.
pramodamAnA    -> pramodamAna    | {{Lbody=136037}}
prapAdIka      -> prapAdika      | {{Lbody=135184}}
prapaTA        -> prapaTa        | pra/-paTA  (ifc. f. A) a broad road or street, Kāṭh.; BhP.
pratilomA      -> pratiloma      | prati—lomA  (A), f. a partic. incantation (to be recited from the end to the beginning), Kathās.
pratyara       -> pratyarA       | praty—ara, m. (ŚvetUp. Comm.) or praty—arA, f. (ŚvetUp.)  an intermediate spoke of a wheel.
purunizWA      -> purunizWa      | puru—nizWA/ or puru-nizWa/,  mfn. excelling among many, ib.
qoraka         -> doraka         | qoraka  n. (= dor˚) id., ib.
rAtriMdivA     -> rAtriMdiva     | rAtri—M-divA  ind. by n˚ and day, Kāv.; Kām.
raktANgA       -> raktANga       | raktANgA  f. a species of plant (= jIvantI), L.
rasnA          -> rAsnA          | rasnA  f. = rasanA, the tongue, L.
rolA           -> rola           | rolA  f. a kind of metre (= lolA), Col.
rudrIya        -> rudriya        | rudrIya  mfn. = rudri/ya, Kapiṣṭh.
sADAraRyA      -> sADAraRya      | sADAraRyA/  (A/), ind. commonly, all together, RV.
sAMvarga       -> saMvarga       | sAMvarga  m. (fr. saM-varga) N. of a Sāman (with indrasya), ĀrṣBr.
sAkala         -> SAkala         | sAkala  n. N. of a town in Madras (also written SAkala), MW.
sAmakza        -> samakza        | sA/makza  n. (fr. sam-akza) the being before the eyes, MaitrS.
sAmiDeni       -> sAmiDenI       | sAmiDeni  f. = sAmiDenI, Kauś.
sAriPala       -> SAriPala       | sAri—Pala (Siṃhās.) and sAri—Palaka (L.),  n. = SAri-P˚.
sArvakAma      -> sarvakAma      | sArva—kAma  mfn. (fr. sarva-kAma) designed for one who wishes for all things, ĀpŚr.
sIrRa          -> SIrRa          | sIrRa  mfn. = SIrRa, hurt, injured, L.
sTUlAkzA       -> sTUlAkza       | sTUlAkzA  f. = veRu-yazwi, Laghuk.
sUcanA         -> sUcana         | sUcanA  (A), f. (= sUcA) pointing out, indication, communication, Suśr.; Sāh. || piercing &c., L.
sUraTa         -> sUrata         | sU-raTa  m. (for su-r˚) N. of an author, Cat.
saMcAla        -> saMcala        | saM-cAla  m. (of unknown meaning), BrahmaP.
saMjAvana      -> saMjavana      | saM-jAvana  n. (perhaps for saM-yAvana) pouring a little buttermilk into warm milk, L.
saMsArataraRI  -> saMsArataraRi  | {{Lbody=226867}}
saMsTApanA     -> saMsTApana     | saM-˚sTApanA  (A), f. comforting, encouraging, Mṛcch.
saMsparSAna    -> saMsparSana    | saM-˚sparSAna  m. = manaH, L.
saman          -> sAman          | sam-√ an  P. -aniti, to breathe, live, RV.
saptaSivA      -> saptaSiva      | sapta—SivA  (A), f. a kind of plant (= nAga-vallI), ib.
sarvatanU      -> sarvatanu      | {{Lbody=238312}} || sa/rva—ta˚nU  (U), m. one who is born again with his whole body, MW.
sarveSA        -> sarveSa        | sarveSA  (A), f. the mistress of all, Pañcar.
sfjayA         -> sfjaya         | sfjayA/  (A/), f. = nIla-makzikA, Sukla-sarpa, or nIla-mahiza, TS. (Sch.)
siMhAsyA       -> siMhAsya       | siMhAsyA  (A), f. Gend˚ Vulg˚ or Adhatoda Vasika, L.
sindukA        -> sinduka        | sindukA  f. id., L.
sitivAra       -> SitivAra       | siti—vAra  m. = Siti-v˚, MW.
skanDavaha     -> skanDavAha     | skanDa—vaha, skanDa—vAha or skanDa—vA˚haka,  m. ‘carrying burdens on the shoulders’ (as an ox &c.), L.
smA            -> sma            | {{Lbody=257061}}
sparSAna       -> sparSana       | sparSAna  m. = manas, L.
stavi          -> sTavi          | stavi  m. = udgAtf, a chanter, L.
suKAsparSa     -> suKasparSa     | suKAsparSa  mfn. = suKa-sparSa, MW.
supArA         -> supAra         | su—pArA  (A), f. (in Sāṃkhya) one of the 9 kinds of Tuṣṭi, Tattvas.
surezwA        -> surezwa        | surezwA  (A), f. a kind of plant = brAhmI, L. || Asclepias Acida, W.
suyamA         -> suyama         | su—ya/mA  (A), f. the Priyaṅgu plant, L.
svAyamBU       -> svayamBU       | svAyamBU  = svAyamBuva above, MW.
tAmraliptA     -> tAmralipta     | tAmra—liptA  f. their capital, Kathās. xiii, 54
tamAlakA       -> tamAlaka       | tamAlakA  f. = tamakA, Npr.
tanukA         -> tanuka         | tanukA  f. Diospyros embryopteris, ib.
tarasA         -> tarasa         | ta/rasA  (sA), instr. ind. (g. svar-Adi, not in Kāś.) speedily, directly, MBh.; R.; Ragh.; BhP.; Śiś. ix; Kathās.; Prab. iv, 24
tiraScA        -> tiraSca        | ti˚raScA/  (˚raScA/), instr. ind. id., RV. i, 61, 12; ii, 10, 4; x, 70, 4
tryakzAyaRa    -> tryAkzAyaRa    | tryakzAyaRa  for tryAkz˚, Gaṇar. 269, Sch.
tyajita        -> tyAjita        | tyajita  mfn. = tyakta, Hariv. ii, 2, 22.
ucCuzmA        -> ucCuzma        | uc-CuzmA  f. N. of a plant, Kauś.
udIta          -> udita          | ud-Ita  mfn. = 1. ud-ita, Naiṣ. i, 83; vi, 52; 74.
ujjfmBaRA      -> ujjfmBaRa      | uj-jfmBaRA  f. coming forth, arising, Bālar.
ukzARa         -> ukzaRa         | ukzARa  m. (= ukzan) a bull, R. (B.).
unnAmita       -> unnamita       | un-nAmita  mfn. = un-namita above.
upADmA         -> upaDmA         | upA-√ DmA  P. (aor. -aDmAsIt) to blow into, MBh.; Hariv.
upAdru         -> upadru         | upA-√ dru  P. (Impv. 2. sg. -drava) to run or hasten near to, RV. vi, 48, 16.
upAvah         -> upavah         | upA-√ vah  P. -vahati, to bring or convey near, RV. i, 74, 6; iii, 35, 2.
upAvanam       -> upavanam       | upAva-√ nam
upAyuj         -> upayuj         | upA-√ yuj  P. (1. sg. -yunajmi) to put to, harness, RV. iii, 35, 2.
upaKyA         -> upAKyA         | upa-√ KyA  Pass. -KyAyate, to be seen or perceived, ŚBr. iv, 1, 2, 13.
upaviz         -> upaviS         | upa-√ viz  P. -vivezwi (RV.; -vevezwi, ŚBr.; Impv. 2. sg. -viqQi, TBr.) to be active for; to obtain or gain by activity, RV. x, 61, 12.; to perform service, be 
